Label,Notation,Parent Notation,Sort Priority,Description
2011 Census Revision,2011-census-revision,,1,Net migration figures for the United Kingdom for 2001 to 2011 have been revised in light of the results of the 2011 Census. This was caused by the adjustments in the sampling and data processing methodology of the IPS (International Passenger Survey) in 2009.			
Original Estimate,original-estimate,,2,Original net migration estimates.
