Label,Notation,Parent Notation,Sort Priority
All,all,,1
All (excl. Visitors and transit),all-excl-visitors-and-transit,all,2
Work,work,all,3
Study,study,all,4
Family,family,all,5
Dep. joining or accompanying,dep-joining-or-accompanying,all,6
Other,other,all,7
